publisher,persistentUrl,majorVersionNumber,minorVersionNumber,versionCreateTime,license,termsOfUse,confidentialityDeclaration,specialPermissions,restrictions,citationRequirements,depositorRequirements,conditions,disclaimer
UNC Dataverse,https://doi.org/10.15139/S3/IURHL6,1,0,2020-05-29 15:48:48+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/IZV6HE,1,0,2020-01-10 07:00:32+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/J40BKS,1,0,2018-01-22 18:22:55+00:00,CC0,CC0 Waiver,,,,"Research publications, news or magazine articles and radio or television broadcasts employing statistical summaries of the Odum Institute data should give an appropriate citation to the Institute as the source of the data.",,,
UNC Dataverse,https://doi.org/10.15139/S3/HE5BJS,1,0,2018-05-05 00:35:43+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/HFV0AO,1,0,2018-10-31 22:16:41+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/I6T1MZ,1,0,2020-03-18 17:27:23+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/JDLVZ8,1,1,2018-08-22 18:38:41+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/HUN6XO,1,0,2020-05-13 13:01:32+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/KPG5C2,1,0,2018-02-27 19:51:35+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/KUT29A,1,0,2020-01-29 07:16:17+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/KVCVJG,1,0,2018-10-17 19:28:41+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/KXN8GN,1,0,2020-06-30 01:21:39+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/L95PUM,1,0,2018-01-23 22:45:38+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/LTFLJ0,1,0,2018-07-13 03:21:21+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/LNTB9R,1,0,2020-02-11 13:32:31+00:00,CC0,CC0 Waiver,,,This dataset is restricted.,"Please credit as follows: ""Records courtesy of the State Archives of North Carolina, as digitized by the Community Histories Workshop, UNC-Chapel Hill.""",,,
UNC Dataverse,https://doi.org/10.15139/S3/JLTQDI,1,0,2021-05-13 19:47:47+00:00,CC0,CC0 Waiver,,,,"Research publications, news or magazine articles and radio or television broadcasts employing statistical summaries of the Odum Institute data should give an appropriate citation to the Institute as the source of the data.",,,
UNC Dataverse,https://doi.org/10.15139/S3/JPZIJY,1,0,2018-02-22 21:44:55+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/KGMGYJ,1,0,2018-07-19 18:17:22+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/DLJHRJ,1,0,2020-03-18 17:48:16+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/DMZK61,1,0,2020-03-18 19:29:09+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/DNQTYK,1,0,2019-07-23 01:49:49+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/DOS6TZ,1,0,2017-04-03 21:17:04+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/DQASUD,1,0,2021-03-10 16:07:24+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/ELMNCI,1,0,2019-10-01 16:36:15+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/EHEOY1,1,0,2018-07-19 01:24:01+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/EDFKRG,1,0,2018-08-12 20:30:55+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/DFKFE5,1,0,2020-09-24 15:17:42+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/C4KSZF,1,0,2018-03-23 00:13:31+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/CJXTLK,1,0,2019-07-18 20:12:33+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
